ID ra dec pmRA pmDEC Tmag objType typeSrc version HIP TYC UCAC TWOMASS SDSS ALLWISE GAIA APASS KIC POSflag e_pmRA e_pmDEC PMflag plx e_plx PARflag gallong gallat eclong eclat Bmag e_Bmag Vmag e_Vmag umag e_umag gmag e_gmag rmag e_rmag imag e_imag zmag e_zmag Jmag e_Jmag Hmag e_Hmag Kmag e_Kmag TWOMflag prox w1mag e_w1mag w2mag e_w2mag w3mag e_w3mag w4mag e_w4mag GAIAmag e_GAIAmag e_Tmag TESSflag SPFlag Teff e_Teff logg e_logg MH e_MH rad e_rad mass e_mass rho e_rho lumclass lum e_lum d e_d ebv e_ebv numcont contratio disposition duplicate_id priority eneg_EBV epos_EBV EBVflag eneg_Mass epos_Mass eneg_Rad epos_Rad eneg_rho epos_rho eneg_logg epos_logg eneg_lum epos_lum eneg_dist epos_dist distflag eneg_Teff epos_Teff TeffFlag gaiabp e_gaiabp gaiarp e_gaiarp gaiaqflag starchareFlag VmagFlag BmagFlag splists e_RA e_Dec RA_orig Dec_orig e_RA_orig e_Dec_orig raddflag wdflag dstArcSec
15756192 61.3577203809481 20.2492345228511 23.8989 -20.5259 9.35644 STAR tmgaia2 20190415 "" 1258-00377-1 552-008613 04052585+2014572 "" J040525.86+201457.0 51888053955606400 45841332 "" tmgaia2 0.13437 0.0478859 gaia2 4.23984 0.0604039 gaia2 172.840307858755 -23.2957726341169 63.2731981397638 -0.571839653087828 10.481 0.078 9.923 0.005 nan nan nan nan nan nan nan nan nan nan 8.762 0.026 8.5 0.017 8.422 0.018 AAA-112-111-000-0-0 nan 8.388 0.023 8.425 0.02 8.401 0.025 8.792 0.461 9.77473 0.000192 0.006 rered gaia2 6486.0 152.136 3.91013 0.0905845 nan nan 2.11387 0.0978945 1.325 0.220199 0.140276 0.0337745 DWARF 7.12456 0.4647885 234.326 3.3425 0.147251 0.0172858 82 0.000496309 "" "" 0.0 0.0193978 0.0151738 panstarrs 0.180539 0.259859 0.0991789 0.09661 0.0261172 0.0414318 0.0847468 0.0964223 0.53338 0.396197 3.296 3.389 bj2018 108.536 195.736 dered 10.1064 0.000527 9.30564 0.000639 1 "" tycho2v3 tycho2b3 "" 2.11642836918419 0.742548926335651 61.3578300574402 20.2491461474823 0.0562535236880625 0.0217113480264383 1 0 343.4118801204454
15758128 61.4256868313302 20.0968835125595 26.6721 -15.7823 13.6889 STAR tmgaia2 20190415 "" "" 551-008587 04054215+2005487 "" J040542.18+200548.6 51882831275503104 45841453 "" tmgaia2 0.10621 0.0416817 gaia2 1.17704 0.0394082 gaia2 173.008559091793 -23.3541715001036 63.3068102466209 -0.733553184907435 15.222 0.067 14.689 0.183 nan nan nan nan nan nan nan nan nan nan 12.882 0.021 12.521 0.022 12.389 0.023 AAA-222-111-000-0-0 nan 12.328 0.022 12.339 0.025 11.618 nan 8.645 nan 14.2441 0.000269 0.0076 rered gaia2 5751.0 122.0 4.23307 nan nan nan 1.28504 nan 1.03 nan 0.485388 nan DWARF 1.62742209 nan 829.336 27.3135 0.183161 0.007140485 "" nan "" "" nan 0.00948034 0.00480063 panstarrs nan nan nan nan nan nan nan nan nan nan 26.432 28.195 bj2018 nan nan dered 14.6946 0.001411 13.6267 0.000961 1 "" ucac4 apassdr9 "" 1.6724318912158 0.646263635200909 61.4258091150343 20.0968155610316 0.0421440529029117 0.0159673911698609 1 0 384.5953272285386
15758193 61.4105576296358 20.2427261506571 0.0729237 -3.94855 12.1479 STAR tmgaia2 20190415 "" "" 552-008620 04053853+2014338 1237664090214826232 J040538.53+201433.7 51893688952697600 45841428 "" tmgaia2 0.128913 0.0467282 gaia2 1.24383 0.0564111 gaia2 172.882568339567 -23.2642633210496 63.3206253333296 -0.58767335906226 13.33 0.029 12.896 0.092 15.4227 0.00799301 15.7135 0.0129069 12.668 0.000833708 12.51 0.00116468 13.6095 0.00658526 11.461 0.02 11.218 0.02 11.167 0.018 AAA-222-111-000-0-0 nan 11.11 0.022 11.105 0.022 11.274 0.196 8.751 nan 12.5873 0.000168 0.0078 rered spect 6733.01 138.064 4.0514 0.105352 -0.145555 0.0134174 1.8729 0.121246 1.44 0.255577 0.219188 0.0622008 DWARF 6.49473953 0.647451 786.108 35.1395 0.178049 0.00724386 78 0.0137322359 "" "" 0.0 0.00553141 0.00895631 panstarrs 0.195485 0.315669 0.106075 0.136417 0.0587965 0.0656051 0.123918 0.0867859 0.488253 0.806649 33.603 36.676 bj2018 154.945 121.183 spect 12.9252 0.00153 12.0826 0.000895 1 "" ucac4 apassdr9 "" 2.03044433295832 0.724572271787275 61.4105579642822 20.2427091499556 0.0535216714765055 0.0203266774600039 1 0 407.721582373821
15756281 61.2940683712634 20.0489604701034 -11.6101 -6.55596 11.3185 STAR tmgaia2 20190415 "" "" 551-008556 04051057+2002562 "" J040510.56+200256.1 51880941489776768 45841226 "" tmgaia2 2.29584 2.29583 hsoy nan nan "" 172.953903819816 -23.4769067436013 63.1763061220164 -0.757025328185595 13.468 0.032 12.438 0.103 nan nan nan nan nan nan nan nan nan nan 10.226 0.022 9.651 0.022 9.51 0.021 AAA-222-111-000-0-0 nan 9.416 0.023 9.473 0.02 9.385 0.037 8.432 nan 12.0148 0.000272 0.006 gbprp spec7 5035.22 15.9448 nan nan -0.170898 0.0137647 nan nan nan nan nan nan GIANT nan nan nan nan nan nan "" nan "" "" nan nan nan "" nan nan nan nan nan nan nan nan nan nan nan nan "" nan nan spect 12.653 0.001027 11.2491 0.000678 0 "" ucac4 apassdr9 "" 36.1391536187042 35.5865537117804 61.2940151586487 20.0489322430611 0.352458900808455 0.290865773519165 0 0 409.282342973662
15756283 61.3550130942075 20.0435653322307 -0.282543 -4.51171 12.8702 STAR tmgaia2 20190415 "" "" 551-008572 04052520+2002368 "" J040525.20+200236.7 51881044568990080 45841328 "" tmgaia2 0.0565075 0.0249513 gaia2 1.41853 0.025443 gaia2 173.001079618762 -23.439037659088 63.2314808415149 -0.773250140670172 14.201 0.045 13.726 0.114 nan nan nan nan nan nan nan nan nan nan 12.118 0.022 11.863 0.022 11.79 0.02 AAA-222-111-000-0-0 nan 11.714 0.023 11.716 0.023 11.593 0.259 8.03 nan 13.3586 0.00021 0.0091 rered spect 6545.46 114.89 4.37624 0.0845886 0.103 0.058 1.24762 0.0550151 1.35 0.214933 0.695159 0.153267 DWARF 2.57407951 0.14352 690.936 12.239 0.195208 0.009831775 90 0.001138456 "" "" 0.0 0.00705765 0.0126059 panstarrs 0.197344 0.232523 0.0630593 0.0469709 0.163817 0.142716 0.0955444 0.0736327 0.141353 0.145687 12.026 12.452 bj2018 118.717 111.062 spect 13.7437 0.000995 12.807 0.000887 1 "" ucac4 apassdr9 "" 0.889801155936772 0.386884631810977 61.3550117992716 20.0435459068125 0.0254346579500775 0.0103878430385081 1 0 416.0446963840405
15758114 61.4254886967729 20.0772403341182 0.289626 -0.916681 13.8143 STAR tmgaia2 20190415 "" "" 551-008586 04054211+2004380 "" J040542.11+200438.0 51882036704619904 45841452 "" tmgaia2 0.0833482 0.0354729 gaia2 0.337239 0.0361641 gaia2 173.023971866073 -23.3677981695704 63.3028896764113 -0.752802101791888 15.855 0.095 15.215 0.252 nan nan nan nan nan nan nan nan nan nan 12.779 0.021 12.249 0.023 12.119 0.021 AAA-222-111-000-0-0 nan 12.055 0.023 12.074 0.025 12.377 0.48 8.888 nan 14.5041 0.000257 0.0075 rered gaia2 5005.0 122.0 nan nan nan nan 5.0471 nan nan nan nan nan GIANT nan nan 2637.81 252.89 0.186717 0.00739756 "" nan "" "" nan 0.0111559 0.00363922 panstarrs nan nan nan nan nan nan nan nan nan nan 230.25 275.53 bj2018 nan nan dered 15.1138 0.002049 13.7636 0.000788 1 "" ucac4 apassdr9 "" 1.31252496464068 0.550022348757607 61.4254900244561 20.0772363872972 0.0377173646926296 0.0145468283770798 0 0 427.93270847950555
15758165 61.4560195663016 20.1796855115019 -3.41534 -7.55217 12.9695 STAR tmgaia2 20190415 "" "" 551-008591 04054944+2010468 "" J040549.44+201046.7 51889531424356736 45841494 "" tmgaia2 0.0785225 0.0285701 gaia2 0.983075 0.0302839 gaia2 172.964333745532 -23.2765976867916 63.3505191325569 -0.657678281273507 14.378 0.06 13.798 0.149 nan nan nan nan nan nan nan nan nan nan 12.202 0.021 11.903 0.02 11.807 0.017 AAA-222-111-000-0-0 nan 11.778 0.024 11.791 0.023 11.953 0.36 8.662 nan 13.4787 0.000221 0.0082 rered spect 6277.92 104.729 4.00781 0.0821375 -0.0260419 0.0178798 1.82005 0.0921255 1.23 0.178463 0.204013 0.0462089 DWARF 4.63578033 0.3447175 987.944 29.7755 0.187627 0.00856088 73 0.00769012 "" "" 0.0 0.0108178 0.00630396 panstarrs 0.142778 0.214147 0.0672211 0.11703 0.0395719 0.0528459 0.0876261 0.0766488 0.344699 0.344736 28.895 30.656 bj2018 121.263 88.1953 spect 13.8843 0.001447 12.9076 0.001067 1 "" ucac4 apassdr9 "" 1.23662889106575 0.442985959790864 61.4560038996757 20.1796529952148 0.0318867142726278 0.0115043711662402 1 0 428.10304077440696
15733523 61.2138587152829 20.0984891940674 2.62091 -8.51781 13.7037 STAR tmgaia2 20190415 "" "" 551-008543 04045131+2005545 "" J040451.32+200554.4 51884961579165696 45841117 "" tmgaia2 0.075433 0.0378882 gaia2 1.28233 0.0386809 gaia2 172.858195261439 -23.4974885325774 63.1118312079384 -0.693998200209238 15.337 0.035 14.751 0.229 nan nan nan nan nan nan nan nan nan nan 12.862 0.021 12.475 0.026 12.368 0.023 AAA-222-111-000-0-0 nan 12.327 0.024 12.343 0.024 11.798 nan 8.844 nan 14.2845 0.000213 0.0078 rered spect 5977.64 45.16 4.39574 nan 0.053 0.043 1.10118 nan 1.1 nan 0.823784 nan DWARF 1.39486814 nan 762.811 22.6825 0.207628 nan "" nan "" "" nan nan nan panstarrs nan nan nan nan nan nan nan nan nan nan nan nan bj2018 nan nan spect 14.7654 0.001444 13.6464 0.001157 1 "" ucac4 apassdr9 "" 1.18797272022447 0.587475750210561 61.2138707315047 20.0984525201633 0.0359448166055259 0.0156560002251936 1 0 450.50270083485776
15758091 61.3821872975997 20.0374286535502 5.11548 -6.50982 13.9753 STAR tmgaia2 20190415 "" "" 551-008581 04053171+2002147 "" J040531.72+200214.6 51880323014614144 45841379 "" tmgaia2 0.0772466 0.0342347 gaia2 0.753198 0.0339278 gaia2 173.025056197729 -23.4247055370219 63.2553739817759 -0.784140637076068 15.628 0.07 15.062 0.286 nan nan nan nan nan nan nan nan nan nan 13.127 0.023 12.733 0.022 12.641 0.025 AAA-222-111-000-0-0 nan 12.578 0.023 12.588 0.025 12.126 nan 8.87 nan 14.5586 0.000242 0.0083 rered spect 5836.85 46.35 4.00126 nan 0.236 0.044 1.69432 nan 1.05 nan 0.215874 nan DWARF 3.00193739 nan 1276.59 55.62 0.200679 nan "" nan "" "" nan nan nan panstarrs nan nan nan nan nan nan nan nan nan nan nan nan bj2018 nan nan spect 15.042 0.001332 13.9177 0.000842 1 "" ucac4 apassdr9 "" 1.21635472647142 0.530824543729382 61.3822107416768 20.0374006251598 0.0345842327686806 0.0140772288780229 1 0 463.22835472037053
15758170 61.4756773776768 20.1988099083843 7.00803 -15.6453 13.3792 STAR tmgaia2 20190415 "" "" 551-008596 04055415+2011556 "" J040554.16+201155.0 51889668863308800 45841524 "" tmgaia2 0.0941848 0.0325643 gaia2 1.64242 0.0367821 gaia2 172.96300042492 -23.2500525490704 63.3722684382389 -0.642408266279265 14.868 0.026 14.44 0.126 nan nan nan nan nan nan nan nan nan nan 12.499 0.024 12.11 0.028 12.005 0.024 AAA-222-111-000-0-0 nan 11.807 0.023 11.842 0.023 11.493 0.206 9.128 nan 13.9275 0.000222 0.0085 rered spect 5925.38 76.83 4.46582 nan -0.449 0.074 1.00655 nan 1.08 nan 1.05906 nan DWARF 1.12519884 nan 598.496 13.2785 0.183554 nan "" nan "" "" nan nan nan panstarrs nan nan nan nan nan nan nan nan nan nan nan nan bj2018 nan nan spect 14.3632 0.002026 13.3091 0.001377 1 "" ucac4 apassdr9 "" 1.48331582403667 0.504917361263406 61.4757095284029 20.1987425466783 0.0375339653995481 0.013128633553345 1 0 509.3727023207401
15758127 61.4685701613317 20.0962929643464 -0.00781898 5.42603 11.4806 STAR tmgaia2 20190415 "" 1258-00548-1 551-008593 04055245+2005465 "" J040552.45+200546.7 51882418958638976 45841513 "" tmgaia2 0.129658 0.0463664 gaia2 1.13012 0.0501452 gaia2 173.03914600008 -23.3253011161958 63.3462388964723 -0.741790385340399 11.924 0.335 11.821 0.03 nan nan nan nan nan nan nan nan nan nan 11.012 0.02 10.873 0.02 10.834 0.018 AAA-222-111-000-0-0 nan 10.776 0.021 10.776 0.023 10.759 0.127 8.761 nan 11.7554 0.000343 0.0081 rered gaia2 7679.0 126.885 3.94368 0.0854566 nan nan 2.37044 0.128673 1.8 0.275968 0.135141 0.0320078 DWARF 17.602314 1.665085 862.929 37.627 0.183621 0.00694328 102 0.0347889476 "" "" 0.0 0.0088075 0.00507906 panstarrs 0.187075 0.36486 0.148257 0.10909 0.0272558 0.0367597 0.0728943 0.0980188 1.31188 2.01829 36.022 39.232 bj2018 124.471 129.299 dered 11.9624 0.001137 11.4153 0.000589 1 "" tycho2v3 tycho2b3 "" 2.04170770751804 0.718927297114319 61.4685701254841 20.0963163264202 0.0535602438104017 0.0188856036032908 1 0 511.8552022853852
15758082 61.3779120699174 20.0160462852403 1.55294 2.29166 13.6059 STAR tmgaia2 20190415 "" "" 551-008580 04053069+2000577 "" J040530.69+200057.7 51880185575664128 45841373 "" tmgaia2 0.0678611 0.0302834 gaia2 1.45827 0.0301024 gaia2 173.038984516876 -23.4423130070027 63.247355630333 -0.804365821517283 15.173 0.038 14.611 0.195 nan nan nan nan nan nan nan nan nan nan 12.781 0.021 12.438 0.022 12.332 0.021 AAA-222-111-000-0-0 nan 12.294 0.024 12.291 0.023 12.203 0.431 8.89 nan 14.1623 0.00023 0.0077 rered spect 5967.79 32.77 4.47662 nan -0.153 0.031 0.998702 nan 1.09 nan 1.09425 nan DWARF 1.13977993 nan 672.519 13.7195 0.182658 nan "" nan "" "" nan nan nan panstarrs nan nan nan nan nan nan nan nan nan nan nan nan bj2018 nan nan spect 14.615 0.001725 13.5446 0.001023 1 "" ucac4 apassdr9 "" 1.06853576792925 0.469555612343464 61.3779191860224 20.01605615211 0.0305175278030159 0.0123679533454674 1 0 531.1003357973061
